id;address;schooltype;title;content;type;year;finance;costs;comments;lat;lng;icon;color
17;Bonhoeffer Str. 16;Grundschule ;Astrid-Lindgren-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2021;;765000;;51.371415;6.508907;fa-graduation-cap;blue
30;Bismarckstr. 67;Grundschule ;Bismarckschule;Hauptgebäude, Erneuerung Holzfenster;Gebäudehülle;2021;;4525000;;51.341559;06.57382;fa-graduation-cap;blue
31;Bismarckstr. 67;Grundschule ;Bismarckschule;Erneuerung Eingangstüren Verwaltung u. Flachbau;Gebäudehülle;2021;;4525000;;51.341559;06.57382;fa-graduation-cap;blue
33;Bismarckstr. 67;Grundschule ;Bismarckschule;Klassentrakt, Erneuerung Fenster ;Gebäudehülle;2021;;4525000;;51.341559;06.57382;fa-graduation-cap;blue
40;Bismarckstr. 67;Grundschule ;Bismarckschule;Bauunterhalt < 10.000 Euro;Sanierung;2021;;4525000;;51.341559;06.57382;fa-graduation-cap;blue
54;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Sanierung Treppenhausfenster;Gebäudehülle;2021;;1120000;;51.333853;6.579489;fa-graduation-cap;blue
57;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2021;;1120000;;51.333853;6.579489;fa-graduation-cap;blue
70;Buchenstr. 28;Grundschule;Buchenschule;Bauunterhalt < 10.000 Euro;Sanierung;2021;;620000;;51.321356;6.560709;fa-graduation-cap;blue
73;Buscher Holzweg 62;Grundschule;GGS Buscher Holzweg;Sanierung Klassenräume;Sanierung;2021;;840000;;51.375494;6.588768;fa-graduation-cap;blue
76;Buscher Holzweg 62;Grundschule;GGS Buscher Holzweg;Sanierung Flure und Treppenhäuser;Sanierung;2021;;840000;;51.375494;6.588768;fa-graduation-cap;blue
80;Buscher Holzweg 62;Grundschule;GGS Buscher Holzweg;Bauunterhalt < 10.000 Euro;Sanierung;2021;;840000;;51.375494;6.588768;fa-graduation-cap;blue
87;Traarer Str. 105;Grundschule;Edith-Stein-Schule;Erneuerung Fenster;Gebäudehülle;2021;;505000;;51.357253;6.634335;fa-graduation-cap;blue
