id;address;schooltype;title;content;type;year;finance;costs;comments;lat;lng;icon;color
8;Amerner Str. 1-3, NG;Grundschule ;Astrid-Lindgren-Schule;Nebengebäude Ertüchtigung Lärmschutz;Verkehrssicherheit;2018;;765000;;51.376276;6.493546;fa-graduation-cap;orange
17;Bonhoeffer Str. 16;Grundschule ;Astrid-Lindgren-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;765000;;51.371415;6.508907;fa-graduation-cap;orange
20;Bismarckstr. 67;Grundschule ;Bismarckschule;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;4525000;;51.341559;06.57382;fa-graduation-cap;orange
23;Bismarckstr. 67;Grundschule ;Bismarckschule;Umsetzung Brandschutzmaßnahme;Brandschutz;2018;;4525000;;51.341559;06.57382;fa-graduation-cap;orange
25;Bismarckstr. 67;Grundschule ;Bismarckschule;Sanierung Bodenbelag;Verkehrssicherheit;2018;Gute Schule 2020-Mittel;4525000;;51.341559;06.57382;fa-graduation-cap;orange
36;Bismarckstr. 67;Grundschule ;Bismarckschule;Sanierung ehemalige Ganztagsräume;Sanierung;2018;Gute Schule 2020-Mittel;4525000;;51.341559;06.57382;fa-graduation-cap;orange
40;Bismarckstr. 67;Grundschule ;Bismarckschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;4525000;;51.341559;06.57382;fa-graduation-cap;orange
43;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Sanierung Bestandsfassade inkl. Hydrophobierung;Gebäudehülle;2018;Gute Schule 2020-Mittel;1120000;;51.333853;6.579489;fa-graduation-cap;orange
45;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Sonnenschutzanl. Südseite;Gebäudehülle;2018;Gute Schule 2020-Mittel;1120000;;51.333853;6.579489;fa-graduation-cap;orange
46;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Hauptgebäude, Dachsanierung ;Gebäudehülle;2018;Gute Schule 2020-Mittel;1120000;;51.333853;6.579489;fa-graduation-cap;orange
48;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Austausch Holzfenster und Türen;Gebäudehülle;2018;Gute Schule 2020-Mittel;1120000;;51.333853;6.579489;fa-graduation-cap;orange
49;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Rauchmeldertausch, Erw. auf Turnhalle;Brandschutz;2018;;1120000;;51.333853;6.579489;fa-graduation-cap;orange
57;Freiligrathstr. 47;Grundschule;Brüder-Grimm-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1120000;;51.333853;6.579489;fa-graduation-cap;orange
61;Buchenstr. 28;Grundschule;Buchenschule;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;620000;;51.321356;6.560709;fa-graduation-cap;orange
62;Buchenstr. 28;Grundschule;Buchenschule;Sanierung Sanitäranlagen;Sanierung;2018;Gute Schule 2020-Mittel;620000;;51.321356;6.560709;fa-graduation-cap;orange
70;Buchenstr. 28;Grundschule;Buchenschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;620000;;51.321356;6.560709;fa-graduation-cap;orange
74;Buscher Holzweg 62;Grundschule;GGS Buscher Holzweg;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;840000;;51.375494;6.588768;fa-graduation-cap;orange
80;Buscher Holzweg 62;Grundschule;GGS Buscher Holzweg;Bauunterhalt < 10.000 Euro;Sanierung;2018;;840000;;51.375494;6.588768;fa-graduation-cap;orange
82;Traarer Str. 105;Grundschule;Edith-Stein-Schule;Sanierung Sanitäranlagen;Sanierung;2018;Gute Schule 2020-Mittel;505000;;51.357253;6.634335;fa-graduation-cap;orange
85;Traarer Str. 105;Grundschule;Edith-Stein-Schule;Sanierung Flure u. Treppenhäuser;Sanierung;2018;Gute Schule 2020-Mittel;505000;;51.357253;6.634335;fa-graduation-cap;orange
86;Traarer Str. 105;Grundschule;Edith-Stein-Schule;Flügel  Straßenseite, Flure, Einbau Akustikdecke;Brandschutz;2018;;505000;;51.357253;6.634335;fa-graduation-cap;orange
88;Traarer Str. 105;Grundschule;Edith-Stein-Schule;Sanierung Klassenräume;Sanierung;2018;Gute Schule 2020-Mittel;505000;;51.357253;6.634335;fa-graduation-cap;orange
89;Traarer Str. 105;Grundschule;Edith-Stein-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;505000;;51.357253;6.634335;fa-graduation-cap;orange
91;Bellenweg 50;Grundschule;Forstwaldschule;Erneuerung Haus-Alarm-Zentrale (Rest aus 2017);Brandschutz;2018;;630000;;51.302289;6.505864;fa-graduation-cap;orange
92;Bellenweg 50;Grundschule;Forstwaldschule;Bodensanierung Flurbereich Waldseite;Sanierung;2018;Gute Schule 2020-Mittel;630000;;51.302289;6.505864;fa-graduation-cap;orange
94;Bellenweg 50;Grundschule;Forstwaldschule;Sanierung Klassenräume;Sanierung;2018;Gute Schule 2020-Mittel;630000;;51.302289;6.505864;fa-graduation-cap;orange
99;Bellenweg 50;Grundschule;Forstwaldschule;Brandschutzkonzept und Umsetzung;Brandschutz;2018;;630000;;51.302289;6.505864;fa-graduation-cap;orange
100;Bellenweg 50;Grundschule;Forstwaldschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;630000;;51.302289;6.505864;fa-graduation-cap;orange
102;Fungendonk 31;Grundschule ;Geschwister-Scholl;Einbau HAZ;Brandschutz;2018;;5390000;;51.319835;6.611307;fa-graduation-cap;orange
103;Fungendonk 31;Grundschule ;Geschwister-Scholl;Holzhaus/Bücherei Dachsanierung;Gebäudehülle;2018;;5390000;;51.319835;6.611307;fa-graduation-cap;orange
114;Fungendonk 31;Grundschule;Geschwister-Scholl;Bauunterhalt < 10.000 Euro;Sanierung;2018;;5390000;;51.319835;6.611307;fa-graduation-cap;orange
116;Eichendorffstr. 21;Grundschule ;Grotenburgschule;Mängelbeseitigung HAZ, Rauchmeldertausch;Brandschutz;2018;;1680000;;51.339411;6.599194;fa-graduation-cap;orange
118;Eichendorffstr. 21;Grundschule ;Grotenburgschule;Sanierung Fenster Hauptgebäude und Verwaltung;Gebäudehülle;2018;Gute Schule 2020-Mittel;1680000;;51.339411;6.599194;fa-graduation-cap;orange
119;Eichendorffstr. 21;Grundschule ;Grotenburgschule;Flure und Treppenräume streichen;Sanierung;2018;Gute Schule 2020-Mittel;1680000;;51.339411;6.599194;fa-graduation-cap;orange
120;Eichendorffstr. 21;Grundschule ;Grotenburgschule;Sanierung Klassenräume;Sanierung;2018;Gute Schule 2020-Mittel;1680000;;51.339411;6.599194;fa-graduation-cap;orange
121;Eichendorffstr. 21;Grundschule ;Grotenburgschule;Hauptgebäude, Dachsanierung;Gebäudehülle;2018;Gute Schule 2020-Mittel;1680000;;51.339411;6.599194;fa-graduation-cap;orange
128;Eichendorffstr. 21;Grundschule ;Grotenburgschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1680000;;51.339411;6.599194;fa-graduation-cap;orange
133;Körnerstr. 17;Grundschule;Heinrichsschule;Sanierung Schulhofkanäle/Grundleitungen;Sanierung;2018;;625000;;51.363608;6.646081;fa-graduation-cap;orange
140;Körnerstr. 17;Grundschule;Heinrichsschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;625000;;51.363608;6.646081;fa-graduation-cap;orange
143;Horkesgath 50;Grundschule;GGS Horkesgath;Durchbruch HM-Wohnung f. schulische Nutzung;Nutzung;2018;;1095000;;51.337299;06.52905;fa-graduation-cap;orange
145;Horkesgath 50;Grundschule;GGS Horkesgath;Sanierung Klassenräume, Mensa;Sanierung;2018;Gute Schule 2020-Mittel;1095000;;51.337299;06.52905;fa-graduation-cap;orange
146;Horkesgath 50;Grundschule;GGS Horkesgath;Sanierung Flure;Sanierung;2018;Gute Schule 2020-Mittel;1095000;;51.337299;06.52905;fa-graduation-cap;orange
148;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Sanierung Grundleitungen Abwasser-/Regenwasser;Sanierung;2018;;1095000;;51.341356;6.530377;fa-graduation-cap;orange
149;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Sanierung Klassenräume/Treppenhäuser;Sanierung;2018;Gute Schule 2020-Mittel;1095000;;51.341356;6.530377;fa-graduation-cap;orange
154;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Turnhalle, Erneuerung Geräteraumtore und Prallwände;Sanierung;2018;Gute Schule 2020-Mittel;1095000;;51.341356;6.530377;fa-graduation-cap;orange
156;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Turnhalle, Montage Sekuranten;Verkehrssicherheit;2018;;1095000;;51.341356;6.530377;fa-graduation-cap;orange
158;Horkesgath 50;Grundschule;GGS Horkesgath;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1095000;;51.337299;06.52905;fa-graduation-cap;orange
160;Girmesdyk 17-19;Grundschule;Jahnschule;Rauchmeldertausch;Brandschutz;2018;;855000;;51.344891;6.552899;fa-graduation-cap;orange
164;Girmesdyk 17-19;Grundschule;Jahnschule;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;orange
171;Girmesdyk 17-19;Grundschule;Jahnschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;855000;;51.344891;6.552899;fa-graduation-cap;orange
190;Kohlplatzweg 25;Grundschule;Johansenschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;805000;;51.338053;6.646787;fa-graduation-cap;orange
194;An der Josefkirche 2;Grundschule;Josefschule;Geländererhöhung Treppenhaus;Verkehrssicherheit;2018;;665000;;51.327285;06.55693;fa-graduation-cap;orange
201;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr., Sanierung Klassenräume;Sanierung;2018;Gute Schule 2020-Mittel;665000;;51.326772;6.559606;fa-graduation-cap;orange
202;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr., Sanierung Treppenhaus;Sanierung;2018;Gute Schule 2020-Mittel;665000;;51.326772;6.559606;fa-graduation-cap;orange
203;An der Josefkirche 2;Grundschule;Josefschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;665000;;51.327285;06.55693;fa-graduation-cap;orange
206;Oberbruchstr. 87;Grundschule;GS Königshof;BS-technische Ertüchtigung ;Brandschutz;2018;;630000;;51.315926;6.590567;fa-graduation-cap;orange
207;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Parkettböden;Sanierung;2018;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;orange
208;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Klassenräume;Sanierung;2018;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;orange
210;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Treppenhäuser und Flure;Sanierung;2018;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;orange
216;Oberbruchstr. 87;Grundschule;GS Königshof;Bauunterhalt < 10.000 Euro;Sanierung;2018;;630000;;51.315926;6.590567;fa-graduation-cap;orange
228;Gießerpfad 2-10;Grundschule;Lindenschule;Bauunterhalt< 10.000 Euro;Sanierung;2018;;480000;;51.320251;6.536653;fa-graduation-cap;orange
233;Gießerpfad 2-10b;Grundschule;St. Michael Schule;Sanierung Klassenräume;Verkehrssicherheit;2018;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;orange
234;Gießerpfad 2-10b;Grundschule;St. Michael Schule;Anstrich Eingangstüren;Gebäudehülle;2018;;315000;;51.319832;6.535928;fa-graduation-cap;orange
235;Gießerpfad 2-10b;Grundschule;St. Michael Schule;Erneuerung Bodenbelag;Verkehrssicherheit;2018;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;orange
236;Gießerpfad 2-10b;Grundschule;St. Michael Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;315000;;51.319832;6.535928;fa-graduation-cap;orange
245;Mariannenstr. 97, NG;Grundschule;Mariannenschule;Erneuerung WW-Verteilung + Dem. Einzelraumregelung;Energetische Sanierung;2018;;775000;;51.332105;6.569809;fa-graduation-cap;orange
248;Mariannenstr. 29;Grundschule;Mariannenschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;775000;;51.329765;6.570988;fa-graduation-cap;orange
262;Hofstr. 45;Grundschule;Mosaikschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;585500;;51.338849;6.553821;fa-graduation-cap;orange
265;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Sanierung Sanitäranlagen (Toilettenhaus u. Pavillon);Sanierung;2018;Gute Schule 2020-Mittel;555000;;51.352301;6.645455;fa-graduation-cap;orange
267;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Sanierung Parkettböden;Sanierung;2018;Gute Schule 2020-Mittel;555000;;51.352301;6.645455;fa-graduation-cap;orange
271;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;555000;;51.352301;6.645455;fa-graduation-cap;orange
273;Hülser Str. 449;Grundschule;Pestalozzischule;Sanierung Parkettböden;Sanierung;2018;Gute Schule 2020-Mittel;420000;;51.351859;6.537767;fa-graduation-cap;orange
274;Hülser Str. 449;Grundschule;Pestalozzischule;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;420000;;51.351859;6.537767;fa-graduation-cap;orange
277;Hülser Str. 449;Grundschule;Pestalozzischule;Anstrich Flure u. Treppenräume;Sanierung;2018;Gute Schule 2020-Mittel;420000;;51.351859;6.537767;fa-graduation-cap;orange
280;Hülser Str. 449;Grundschule;Pestalozzischule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;420000;;51.351859;6.537767;fa-graduation-cap;orange
284;Gladbacher Str. 277;Grundschule;Regenbogenschule;Einbau HAZ;Brandschutz;2018;;5185000;;51.315677;6.558698;fa-graduation-cap;orange
289;Gladbacher Str. 277;Grundschule;Regenbogenschule;Trockenlegung Keller Hauptgebäude;Sanierung;2018;;5185000;;51.315677;6.558698;fa-graduation-cap;orange
291;Gladbacher Str. 277;Grundschule;Regenbogenschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;5185000;;51.315677;6.558698;fa-graduation-cap;orange
294;Thielenstr. 40;Grundschule;Schönwasserschule;Erneuerung Brandschutztüren;Brandschutz;2018;;560000;;51.331845;6.610782;fa-graduation-cap;orange
300;Thielenstr. 40;Grundschule;Schönwasserschule;Erneuerung  Fenster Altbau;Gebäudehülle;2018;Gute Schule 2020-Mittel;560000;;51.331845;6.610782;fa-graduation-cap;orange
302;Thielenstr. 40;Grundschule;Schönwasserschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;560000;;51.331845;6.610782;fa-graduation-cap;orange
310;Herrenweg 10-14;Grundschule;GS an der Burg;Bauunterhalt < 10.000 Euro;Sanierung;2018;;575000;;51.374774;6.511297;fa-graduation-cap;orange
314;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Turnhalle, Sanierung Hallenboden;Sanierung;2018;KInvFöG-Mittel;890000;;51.370269;6.617085;fa-graduation-cap;orange
315;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Turnhalle, Sanierung Prallschutz;Sanierung;2018;KInvFöG-Mittel;890000;;51.370269;6.617085;fa-graduation-cap;orange
316;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Turnhalle, Sanierung Sanitäranlagen;Sanierung;2018;KInvFöG-Mittel;890000;;51.370269;6.617085;fa-graduation-cap;orange
319;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;HM-Haus, Sanierung;Sanierung;2018;;890000;;51.370269;6.617085;fa-graduation-cap;orange
321;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Bauunterhalt < 10.000 Euro;Sanierung;2018;;890000;;51.370269;6.617085;fa-graduation-cap;orange
337;Sollbrüggenstr. 81;Grundschule;Sollbrüggenschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;4240000;;51.346608;6.612757;fa-graduation-cap;orange
344;Vulkanstr. 264;Grundschule;GS Am Stadtpark-Fi;Erneuerung Beleuchtung;Verkehrssicherheit;2018;;1490000;;51.30829;6.556808;fa-graduation-cap;orange
349;Vulkanstr. 264;Grundschule;GS Am Stadtpark-Fi;Turnhalle, Erneuerung Lüftung und Warmwasser ;Sanierung;2018;;1490000;;51.30829;6.556808;fa-graduation-cap;orange
352;Vulkanstr. 264;Grundschule;GS Am Stadtpark-Fi;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1490000;;51.30829;6.556808;fa-graduation-cap;orange
353;Wimmersweg 21;Grundschule;GS Am Stadtpark-Fi;Einbau HAZ;Brandschutz;2018;;1490000;;51.304266;6.582063;fa-graduation-cap;orange
366;Wimmersweg 21;Grundschule;GS Am Stadtpark-Fi;Turnhalle, Sicherheitsbeleuchtung;Verkehrssicherheit;2018;;1490000;;51.304266;6.582063;fa-graduation-cap;orange
369;Marienstr. 81 a/NG;Grundschule;GS Am Stadtpark-Fi;Außenanstrich Fenster;Gebäudehülle;2018;;1490000;;51.304551;6.584294;fa-graduation-cap;orange
372;Wimmersweg 21;Grundschule;GS Am Stadtpark-Fi;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1490000;;51.304266;6.582063;fa-graduation-cap;orange
381;Kölner Str. 667;Grundschule;Südschule;Rauchmeldertausch;Brandschutz;2018;;560000;;51.299440;6.592936;fa-graduation-cap;orange
383;Kölner Str. 667;Grundschule;Südschule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;560000;;51.299440;6.592936;fa-graduation-cap;orange
385;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Einbau HAZ Altbau;Brandschutz;2018;;1765000;;51.366158;6.617466;fa-graduation-cap;orange
393;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Bauunterhalt < 10.000 Euro;Sanierung/SEP;2018;;1765000;Abhängig von weiterer Nutzung;51.366158;6.617466;fa-graduation-cap;orange
398;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Feuerwehr-/Flucht-/Rettungswegpläne (Rest aus 2017);Brandschutz;2018;;1100000;;51.307656;6.589413;fa-graduation-cap;orange
401;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Fluchtweg-/Sicherheitsbeleuchtung Treppentürme;Verkehrssicherheit;2018;;1100000;;51.307656;6.589413;fa-graduation-cap;orange
414;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1100000;;51.307656;6.589413;fa-graduation-cap;orange
429;Prinz-Ferdinand-Strasse 155;Sonstige NutzungPrinz-Ferdinand-Schule;Prinz-Ferdinand-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;895000;;51.333176;6.551460;fa-graduation-cap;orange
431;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Einbau HAZ;Brandschutz;2018;;1100000;;51.335365;6.591459;fa-graduation-cap;orange
432;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Umsetzung Brandschutzkonzept (Rest aus 2017);Brandschutz;2018;;1100000;;51.335365;6.591459;fa-graduation-cap;orange
433;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Sanierung Sanitäranlagen;Sanierung;2018;;1100000;;51.335365;6.591459;fa-graduation-cap;orange
443;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Bauunterhalt < 10.000 Euro;Sanierung;2018;;1100000;;51.335365;6.591459;fa-graduation-cap;orange
446;Lewerentzstr. 136;Realschule;Albert-Schweitzer-Schule;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;790000;;51.325570;6.557354;fa-graduation-cap;orange
456;Lewerentzstr. 136;Realschule;Albert-Schweitzer-Schule;Versammlungsstätte/Mensa/Aula      Überprüfung/Ertüchtigung;Verkehrssicherheit;2018;;790000;;51.325570;6.557354;fa-graduation-cap;orange
460;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Erweiterung HAZ (Rest aus 2017);Brandschutz;2018;;2625000;;51.313011;6.583335;fa-graduation-cap;orange
461;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Erneuerung Unterverteilung Hausmeisterloge;Brandschutz;2018;;2625000;;51.313011;6.583335;fa-graduation-cap;orange
462;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Erneuerung Unterverteilung Nebenräume;Brandschutz;2018;;2625000;;51.313011;6.583335;fa-graduation-cap;orange
463;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Sanierung naturwisschenschafltiche Räume;Sanierung;2018;;2625000;;51.313011;6.583335;fa-graduation-cap;orange
471;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Gymnastikraum,Nebengebäude, Anpassung;Nutzung;2018;;2625000;;51.313011;6.583335;fa-graduation-cap;orange
476;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2018;;2625000;;51.313011;6.583335;fa-graduation-cap;orange
479;Schmiedestr. 90;Gesamtschule;Gesamtschule Oppum;Bauteil B, Erneuerung BS-Türen zum Treppenhaus;Brandschutz;2018;;17955000;;51.331475;6.605328;fa-graduation-cap;orange
481;Schmiedestr. 90;Gesamtschule;Gesamtschule Oppum;Austausch Abhangdecken, Bauteile B, C (Rest aus 2017);Sanierung;2018;;17955000;;51.331475;6.605328;fa-graduation-cap;orange
488;Schmiedestr. 90;Gesamtschule;Gesamtschule Oppum;Bauunterhalt < 10.000 Euro;Sanierung;2018;;17955000;;51.331475;6.605328;fa-graduation-cap;orange
492;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Komplettierung HAZ auf Altbau  + Turnhalle;Brandschutz;2018;;20515000;;51.355144;6.634433;fa-graduation-cap;orange
502;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Turnhalle, Erneuerung Übergabe SWK,  Eigenanteil (Rest aus 2017);Energetische Sanierung;2018;;20515000;;51.355144;6.634433;fa-graduation-cap;orange
503;Lübecker Weg 56;Gesamtschule ;Gesamtschule Uerdingen;Energetische Sanierung Außenhülle, KInvFöG;Energetische Sanierung;2018;;20515000;;51.355144;6.634433;fa-graduation-cap;orange
510;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Feststellanlagen;Brandschutz;2018;;20515000;;51.349754;6.632974;fa-graduation-cap;orange
526;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Bauunterhalt < 10.000 Euro (beide Standorte);Sanierung;2018;;20515000;;51.349754;6.632974;fa-graduation-cap;orange
528;Danziger Platz 1;Weiterb.-Kolleg;Weiterbildungskolleg;Digitalisierung;Digitalisierung;2018;Gute Schule 2020-Mittel;655000;;51.336055;6.643849;fa-graduation-cap;orange
538;Danziger Platz 1;Weiterb.-Kolleg;Weiterbildungskolleg;Bauunterhalt < 10.000 Euro;Sanierung;2018;;655000;;51.336055;6.643849;fa-graduation-cap;orange
541;Dionysiusstr. 51;Gymnasium;Arndt-Gymnasium;Erneuerung HAZ;Brandschutz;2018;Gute Schule 2020-Mittel;2355000;;51.331779;6.555485;fa-graduation-cap;orange
550;Dionysiusstr. 51;Gymnasium;Arndt-Gymnasium;Bauunterhalt < 10.000 Euro  (altes Arndt);Sanierung;2018;;2355000;;51.331779;6.555485;fa-graduation-cap;orange
555;Lindenstr. 52;Gymnasium;Arndt-Gymnasium;Rauchmeldertausch (Rest aus 2017);Brandschutz;2018;;2355000;;51.327749;6.560633;fa-graduation-cap;orange
556;Lindenstr. 52;Gymnasium;Arndt-Gymnasium;Erweiterung Alarmierung;Brandschutz;2018;;2355000;;51.327749;6.560633;fa-graduation-cap;orange
